name,council_year,meet_year,councilor_id,district_id,meet_name,meet_type,attended,total
吳觀鴻,2015,2019,420,11,工商業及房屋委員會,定期,2,3
黃麗嫦,2015,2019,427,11,工商業及房屋委員會,定期,3,3
歐志遠,2015,2019,402,11,工商業及房屋委員會,定期,3,3
何杏梅,2015,2019,410,11,工商業及房屋委員會,定期,3,3
徐帆,2015,2019,426,11,工商業及房屋委員會,定期,3,3
程志紅,2015,2019,407,11,工商業及房屋委員會,定期,3,3
龍瑞卿,2015,2019,418,11,工商業及房屋委員會,定期,3,3
陳文華,2015,2019,403,11,工商業及房屋委員會,定期,3,3
陳文偉,2015,2019,404,11,工商業及房屋委員會,定期,2,3
張恒輝,2015,2019,406,11,工商業及房屋委員會,定期,3,3
何君堯,2015,2019,411,11,工商業及房屋委員會,定期,3,3
朱順雅,2015,2019,408,11,工商業及房屋委員會,定期,3,3
曾憲康,2015,2019,425,11,工商業及房屋委員會,定期,3,3
蘇嘉雯,2015,2019,421,11,工商業及房屋委員會,定期,3,3
甘文鋒,2015,2019,412,11,工商業及房屋委員會,定期,3,3
巫成鋒,2015,2019,419,11,工商業及房屋委員會,定期,3,3
楊智恒,2015,2019,429,11,工商業及房屋委員會,定期,3,3
甄紹南,2015,2019,428,11,工商業及房屋委員會,定期,3,3
譚駿賢,2015,2019,423,11,工商業及房屋委員會,定期,3,3
梁健文,2015,2019,400,11,地區設施管理委員會,定期,3,3
李洪森,2015,2019,401,11,地區設施管理委員會,定期,3,3
蘇炤成,2015,2019,422,11,地區設施管理委員會,定期,3,3
古漢強,2015,2019,414,11,地區設施管理委員會,定期,2,3
陶錫源,2015,2019,424,11,地區設施管理委員會,定期,3,3
朱耀華,2015,2019,409,11,地區設施管理委員會,定期,3,3
江鳳儀,2015,2019,413,11,地區設施管理委員會,定期,3,3
吳觀鴻,2015,2019,420,11,地區設施管理委員會,定期,1,3
陳有海,2015,2019,405,11,地區設施管理委員會,定期,3,3
黃麗嫦,2015,2019,427,11,地區設施管理委員會,定期,3,3
歐志遠,2015,2019,402,11,地區設施管理委員會,定期,3,3
何杏梅,2015,2019,410,11,地區設施管理委員會,定期,3,3
林頌鎧,2015,2019,415,11,地區設施管理委員會,定期,3,3
徐帆,2015,2019,426,11,地區設施管理委員會,定期,3,3
程志紅,2015,2019,407,11,地區設施管理委員會,定期,3,3
龍瑞卿,2015,2019,418,11,地區設施管理委員會,定期,3,3
陳文華,2015,2019,403,11,地區設施管理委員會,定期,3,3
陳文偉,2015,2019,404,11,地區設施管理委員會,定期,2,3
張恒輝,2015,2019,406,11,地區設施管理委員會,定期,3,3
何君堯,2015,2019,411,11,地區設施管理委員會,定期,3,3
朱順雅,2015,2019,408,11,地區設施管理委員會,定期,3,3
曾憲康,2015,2019,425,11,地區設施管理委員會,定期,3,3
蘇嘉雯,2015,2019,421,11,地區設施管理委員會,定期,2,3
甘文鋒,2015,2019,412,11,地區設施管理委員會,定期,3,3
巫成鋒,2015,2019,419,11,地區設施管理委員會,定期,3,3
葉文斌,2015,2019,430,11,地區設施管理委員會,定期,3,3
楊智恒,2015,2019,429,11,地區設施管理委員會,定期,3,3
甄紹南,2015,2019,428,11,地區設施管理委員會,定期,3,3
譚駿賢,2015,2019,423,11,地區設施管理委員會,定期,3,3
梁健文,2015,2019,400,11,環境、衞生及地區發展委員會,定期,2,3
李洪森,2015,2019,401,11,環境、衞生及地區發展委員會,定期,3,3
蘇炤成,2015,2019,422,11,環境、衞生及地區發展委員會,定期,3,3
古漢強,2015,2019,414,11,環境、衞生及地區發展委員會,定期,2,3
陶錫源,2015,2019,424,11,環境、衞生及地區發展委員會,定期,2,3
朱耀華,2015,2019,409,11,環境、衞生及地區發展委員會,定期,3,3
江鳳儀,2015,2019,413,11,環境、衞生及地區發展委員會,定期,2,3
吳觀鴻,2015,2019,420,11,環境、衞生及地區發展委員會,定期,1,3
黃麗嫦,2015,2019,427,11,環境、衞生及地區發展委員會,定期,3,3
何杏梅,2015,2019,410,11,環境、衞生及地區發展委員會,定期,3,3
林頌鎧,2015,2019,415,11,環境、衞生及地區發展委員會,定期,3,3
徐帆,2015,2019,426,11,環境、衞生及地區發展委員會,定期,3,3
程志紅,2015,2019,407,11,環境、衞生及地區發展委員會,定期,2,3
龍瑞卿,2015,2019,418,11,環境、衞生及地區發展委員會,定期,3,3
陳文華,2015,2019,403,11,環境、衞生及地區發展委員會,定期,3,3
陳文偉,2015,2019,404,11,環境、衞生及地區發展委員會,定期,2,3
朱順雅,2015,2019,408,11,環境、衞生及地區發展委員會,定期,3,3
曾憲康,2015,2019,425,11,環境、衞生及地區發展委員會,定期,3,3
蘇嘉雯,2015,2019,421,11,環境、衞生及地區發展委員會,定期,3,3
甘文鋒,2015,2019,412,11,環境、衞生及地區發展委員會,定期,3,3
巫成鋒,2015,2019,419,11,環境、衞生及地區發展委員會,定期,3,3
葉文斌,2015,2019,430,11,環境、衞生及地區發展委員會,定期,2,3
楊智恒,2015,2019,429,11,環境、衞生及地區發展委員會,定期,3,3
甄紹南,2015,2019,428,11,環境、衞生及地區發展委員會,定期,3,3
譚駿賢,2015,2019,423,11,環境、衞生及地區發展委員會,定期,3,3
梁健文,2015,2019,400,11,財務、行政及宣傳委員會,定期,3,3
李洪森,2015,2019,401,11,財務、行政及宣傳委員會,定期,3,3
蘇炤成,2015,2019,422,11,財務、行政及宣傳委員會,定期,3,3
陶錫源,2015,2019,424,11,財務、行政及宣傳委員會,定期,3,3
江鳳儀,2015,2019,413,11,財務、行政及宣傳委員會,定期,3,3
陳有海,2015,2019,405,11,財務、行政及宣傳委員會,定期,3,3
黃麗嫦,2015,2019,427,11,財務、行政及宣傳委員會,定期,3,3
歐志遠,2015,2019,402,11,財務、行政及宣傳委員會,定期,3,3
何杏梅,2015,2019,410,11,財務、行政及宣傳委員會,定期,3,3
程志紅,2015,2019,407,11,財務、行政及宣傳委員會,定期,3,3
龍瑞卿,2015,2019,418,11,財務、行政及宣傳委員會,定期,3,3
陳文華,2015,2019,403,11,財務、行政及宣傳委員會,定期,3,3
劉業強,2015,2019,417,18,財務、行政及宣傳委員會,定期,0,3
何君堯,2015,2019,411,11,財務、行政及宣傳委員會,定期,2,3
朱順雅,2015,2019,408,11,財務、行政及宣傳委員會,定期,3,3
曾憲康,2015,2019,425,11,財務、行政及宣傳委員會,定期,2,3
蘇嘉雯,2015,2019,421,11,財務、行政及宣傳委員會,定期,3,3
甘文鋒,2015,2019,412,11,財務、行政及宣傳委員會,定期,3,3
巫成鋒,2015,2019,419,11,財務、行政及宣傳委員會,定期,3,3
葉文斌,2015,2019,430,11,財務、行政及宣傳委員會,定期,3,3
楊智恒,2015,2019,429,11,財務、行政及宣傳委員會,定期,3,3
甄紹南,2015,2019,428,11,財務、行政及宣傳委員會,定期,3,3
譚駿賢,2015,2019,423,11,財務、行政及宣傳委員會,定期,3,3
梁健文,2015,2019,400,11,社會服務委員會,定期,3,3
蘇炤成,2015,2019,422,11,社會服務委員會,定期,3,3
陶錫源,2015,2019,424,11,社會服務委員會,定期,3,3
朱耀華,2015,2019,409,11,社會服務委員會,定期,2,2
江鳳儀,2015,2019,413,11,社會服務委員會,定期,3,3
陳有海,2015,2019,405,11,社會服務委員會,定期,3,3
黃麗嫦,2015,2019,427,11,社會服務委員會,定期,3,3
何杏梅,2015,2019,410,11,社會服務委員會,定期,3,3
徐帆,2015,2019,426,11,社會服務委員會,定期,2,3
程志紅,2015,2019,407,11,社會服務委員會,定期,3,3
龍瑞卿,2015,2019,418,11,社會服務委員會,定期,3,3
陳文華,2015,2019,403,11,社會服務委員會,定期,3,3
朱順雅,2015,2019,408,11,社會服務委員會,定期,3,3
曾憲康,2015,2019,425,11,社會服務委員會,定期,3,3
蘇嘉雯,2015,2019,421,11,社會服務委員會,定期,3,3
甘文鋒,2015,2019,412,11,社會服務委員會,定期,1,3
巫成鋒,2015,2019,419,11,社會服務委員會,定期,3,3
楊智恒,2015,2019,429,11,社會服務委員會,定期,3,3
甄紹南,2015,2019,428,11,社會服務委員會,定期,3,3
譚駿賢,2015,2019,423,11,社會服務委員會,定期,2,3
梁健文,2015,2019,400,11,交通及運輸委員會,定期,3,3
李洪森,2015,2019,401,11,交通及運輸委員會,定期,3,3
蘇炤成,2015,2019,422,11,交通及運輸委員會,定期,3,3
古漢強,2015,2019,414,11,交通及運輸委員會,定期,2,3
陶錫源,2015,2019,424,11,交通及運輸委員會,定期,3,3
朱耀華,2015,2019,409,11,交通及運輸委員會,定期,3,3
江鳳儀,2015,2019,413,11,交通及運輸委員會,定期,3,3
吳觀鴻,2015,2019,420,11,交通及運輸委員會,定期,2,3
陳有海,2015,2019,405,11,交通及運輸委員會,定期,3,3
黃麗嫦,2015,2019,427,11,交通及運輸委員會,定期,3,3
何杏梅,2015,2019,410,11,交通及運輸委員會,定期,3,3
林頌鎧,2015,2019,415,11,交通及運輸委員會,定期,3,3
徐帆,2015,2019,426,11,交通及運輸委員會,定期,3,3
程志紅,2015,2019,407,11,交通及運輸委員會,定期,3,3
龍瑞卿,2015,2019,418,11,交通及運輸委員會,定期,3,3
陳文華,2015,2019,403,11,交通及運輸委員會,定期,3,3
陳文偉,2015,2019,404,11,交通及運輸委員會,定期,2,3
張恒輝,2015,2019,406,11,交通及運輸委員會,定期,2,3
朱順雅,2015,2019,408,11,交通及運輸委員會,定期,3,3
曾憲康,2015,2019,425,11,交通及運輸委員會,定期,3,3
蘇嘉雯,2015,2019,421,11,交通及運輸委員會,定期,3,3
甘文鋒,2015,2019,412,11,交通及運輸委員會,定期,2,3
巫成鋒,2015,2019,419,11,交通及運輸委員會,定期,3,3
葉文斌,2015,2019,430,11,交通及運輸委員會,定期,3,3
楊智恒,2015,2019,429,11,交通及運輸委員會,定期,3,3
甄紹南,2015,2019,428,11,交通及運輸委員會,定期,3,3
譚駿賢,2015,2019,423,11,交通及運輸委員會,定期,3,3
梁健文,2015,2016,400,11,區議會,定期,7,7
李洪森,2015,2016,401,11,區議會,定期,7,7
蘇炤成,2015,2016,422,11,區議會,定期,7,7
劉皇發,2015,2016,416,11,區議會,定期,0,2
古漢強,2015,2016,414,11,區議會,定期,6,7
陶錫源,2015,2016,424,11,區議會,定期,7,7
朱耀華,2015,2016,409,11,區議會,定期,7,7
江鳳儀,2015,2016,413,11,區議會,定期,7,7
吳觀鴻,2015,2016,420,11,區議會,定期,6,7
陳有海,2015,2016,405,11,區議會,定期,6,7
黃麗嫦,2015,2016,427,11,區議會,定期,7,7
歐志遠,2015,2016,402,11,區議會,定期,7,7
何杏梅,2015,2016,410,11,區議會,定期,7,7
林頌鎧,2015,2016,415,11,區議會,定期,6,7
徐帆,2015,2016,426,11,區議會,定期,7,7
程志紅,2015,2016,407,11,區議會,定期,7,7
龍瑞卿,2015,2016,418,11,區議會,定期,7,7
陳文華,2015,2016,403,11,區議會,定期,7,7
劉業強,2015,2016,417,18,區議會,定期,3,3
陳文偉,2015,2016,404,11,區議會,定期,7,7
張恒輝,2015,2016,406,11,區議會,定期,7,7
何君堯,2015,2016,411,11,區議會,定期,7,7
朱順雅,2015,2016,408,11,區議會,定期,7,7
曾憲康,2015,2016,425,11,區議會,定期,7,7
蘇嘉雯,2015,2016,421,11,區議會,定期,7,7
甘文鋒,2015,2016,412,11,區議會,定期,7,7
巫成鋒,2015,2016,419,11,區議會,定期,7,7
葉文斌,2015,2016,430,11,區議會,定期,6,7
楊智恒,2015,2016,429,11,區議會,定期,7,7
甄紹南,2015,2016,428,11,區議會,定期,7,7
譚駿賢,2015,2016,423,11,區議會,定期,7,7
梁健文,2015,2018,400,11,區議會,定期,6,6
李洪森,2015,2018,401,11,區議會,定期,6,6
蘇炤成,2015,2018,422,11,區議會,定期,6,6
古漢強,2015,2018,414,11,區議會,定期,6,6
陶錫源,2015,2018,424,11,區議會,定期,6,6
朱耀華,2015,2018,409,11,區議會,定期,6,6
江鳳儀,2015,2018,413,11,區議會,定期,6,6
吳觀鴻,2015,2018,420,11,區議會,定期,6,6
陳有海,2015,2018,405,11,區議會,定期,6,6
黃麗嫦,2015,2018,427,11,區議會,定期,6,6
歐志遠,2015,2018,402,11,區議會,定期,6,6
何杏梅,2015,2018,410,11,區議會,定期,6,6
林頌鎧,2015,2018,415,11,區議會,定期,6,6
徐帆,2015,2018,426,11,區議會,定期,6,6
程志紅,2015,2018,407,11,區議會,定期,6,6
龍瑞卿,2015,2018,418,11,區議會,定期,6,6
陳文華,2015,2018,403,11,區議會,定期,6,6
劉業強,2015,2018,417,18,區議會,定期,5,6
陳文偉,2015,2018,404,11,區議會,定期,6,6
張恒輝,2015,2018,406,11,區議會,定期,5,6
何君堯,2015,2018,411,11,區議會,定期,5,6
朱順雅,2015,2018,408,11,區議會,定期,6,6
曾憲康,2015,2018,425,11,區議會,定期,6,6
蘇嘉雯,2015,2018,421,11,區議會,定期,6,6
甘文鋒,2015,2018,412,11,區議會,定期,6,6
巫成鋒,2015,2018,419,11,區議會,定期,6,6
葉文斌,2015,2018,430,11,區議會,定期,6,6
楊智恒,2015,2018,429,11,區議會,定期,6,6
甄紹南,2015,2018,428,11,區議會,定期,6,6
譚駿賢,2015,2018,423,11,區議會,定期,5,6
葉傲冬,2015,2019,193,5,區議會,定期,1,1
黃舒明,2015,2019,194,5,區議會,定期,1,1
陳少棠,2015,2019,195,5,區議會,定期,1,1
蔡少峰,2015,2019,196,5,區議會,定期,1,1
仇振輝,2015,2019,197,5,區議會,定期,1,1
鍾澤暉,2015,2019,198,5,區議會,定期,1,1
鍾港武,2015,2019,199,5,區議會,定期,1,1
許德亮,2015,2019,200,5,區議會,定期,1,1
孔昭華,2015,2019,201,5,區議會,定期,1,1
楊鎮華,2015,2019,202,5,區議會,定期,1,1
關秀玲,2015,2019,203,5,區議會,定期,1,1
林健文,2015,2019,204,5,區議會,定期,1,1
劉柏祺,2015,2019,205,5,區議會,定期,1,1
李思敏,2015,2019,206,5,區議會,定期,1,1
鄧銘心,2015,2019,207,5,區議會,定期,1,1
涂謹申,2015,2019,208,5,區議會,定期,1,1
黃建新,2015,2019,209,5,區議會,定期,1,1
楊子熙,2015,2019,210,5,區議會,定期,1,1
余德寶,2015,2019,211,5,區議會,定期,1,1
葉傲冬,2015,2017,193,5,社區建設委員會,定期,5,6
黃舒明,2015,2017,194,5,社區建設委員會,定期,6,6
陳少棠,2015,2017,195,5,社區建設委員會,定期,6,6
蔡少峰,2015,2017,196,5,社區建設委員會,定期,6,6
仇振輝,2015,2017,197,5,社區建設委員會,定期,5,6
鍾澤暉,2015,2017,198,5,社區建設委員會,定期,6,6
鍾港武,2015,2017,199,5,社區建設委員會,定期,6,6
許德亮,2015,2017,200,5,社區建設委員會,定期,6,6
孔昭華,2015,2017,201,5,社區建設委員會,定期,6,6
楊鎮華,2015,2017,202,5,社區建設委員會,定期,6,6
關秀玲,2015,2017,203,5,社區建設委員會,定期,6,6
劉柏祺,2015,2017,205,5,社區建設委員會,定期,6,6
鄧銘心,2015,2017,207,5,社區建設委員會,定期,6,6
黃建新,2015,2017,209,5,社區建設委員會,定期,6,6
楊子熙,2015,2017,210,5,社區建設委員會,定期,5,6
余德寶,2015,2017,211,5,社區建設委員會,定期,6,6
葉傲冬,2015,2017,193,5,地區設施管理委員會,定期,6,6
黃舒明,2015,2017,194,5,地區設施管理委員會,定期,5,6
陳少棠,2015,2017,195,5,地區設施管理委員會,定期,6,6
蔡少峰,2015,2017,196,5,地區設施管理委員會,定期,6,6
莊永燦,2015,2017,212,5,地區設施管理委員會,定期,1,1
仇振輝,2015,2017,197,5,地區設施管理委員會,定期,6,6
鍾澤暉,2015,2017,198,5,地區設施管理委員會,定期,6,6
鍾港武,2015,2017,199,5,地區設施管理委員會,定期,6,6
許德亮,2015,2017,200,5,地區設施管理委員會,定期,5,6
孔昭華,2015,2017,201,5,地區設施管理委員會,定期,6,6
楊鎮華,2015,2017,202,5,地區設施管理委員會,定期,6,6
關秀玲,2015,2017,203,5,地區設施管理委員會,定期,6,6
林健文,2015,2017,204,5,地區設施管理委員會,定期,6,6
劉柏祺,2015,2017,205,5,地區設施管理委員會,定期,6,6
鄧銘心,2015,2017,207,5,地區設施管理委員會,定期,4,6
黃建新,2015,2017,209,5,地區設施管理委員會,定期,6,6
楊子熙,2015,2017,210,5,地區設施管理委員會,定期,6,6
余德寶,2015,2017,211,5,地區設施管理委員會,定期,6,6
葉傲冬,2015,2017,193,5,食物環境衞生及工務委員會,定期,6,6
黃舒明,2015,2017,194,5,食物環境衞生及工務委員會,定期,6,6
陳少棠,2015,2017,195,5,食物環境衞生及工務委員會,定期,5,6
蔡少峰,2015,2017,196,5,食物環境衞生及工務委員會,定期,6,6
莊永燦,2015,2017,212,5,食物環境衞生及工務委員會,定期,6,6
仇振輝,2015,2017,197,5,食物環境衞生及工務委員會,定期,6,6
鍾澤暉,2015,2017,198,5,食物環境衞生及工務委員會,定期,6,6
鍾港武,2015,2017,199,5,食物環境衞生及工務委員會,定期,6,6
許德亮,2015,2017,200,5,食物環境衞生及工務委員會,定期,6,6
孔昭華,2015,2017,201,5,食物環境衞生及工務委員會,定期,6,6
楊鎮華,2015,2017,202,5,食物環境衞生及工務委員會,定期,6,6
關秀玲,2015,2017,203,5,食物環境衞生及工務委員會,定期,5,6
林健文,2015,2017,204,5,食物環境衞生及工務委員會,定期,6,6
劉柏祺,2015,2017,205,5,食物環境衞生及工務委員會,定期,6,6
鄧銘心,2015,2017,207,5,食物環境衞生及工務委員會,定期,6,6
涂謹申,2015,2017,208,5,食物環境衞生及工務委員會,定期,6,6
黃建新,2015,2017,209,5,食物環境衞生及工務委員會,定期,6,6
楊子熙,2015,2017,210,5,食物環境衞生及工務委員會,定期,6,6
余德寶,2015,2017,211,5,食物環境衞生及工務委員會,定期,6,6
葉傲冬,2015,2017,193,5,交通運輸及房屋事務委員會,定期,6,6
黃舒明,2015,2017,194,5,交通運輸及房屋事務委員會,定期,6,6
陳少棠,2015,2017,195,5,交通運輸及房屋事務委員會,定期,6,6
蔡少峰,2015,2017,196,5,交通運輸及房屋事務委員會,定期,6,6
莊永燦,2015,2017,212,5,交通運輸及房屋事務委員會,定期,5,6
仇振輝,2015,2017,197,5,交通運輸及房屋事務委員會,定期,5,6
鍾澤暉,2015,2017,198,5,交通運輸及房屋事務委員會,定期,6,6
鍾港武,2015,2017,199,5,交通運輸及房屋事務委員會,定期,6,6
許德亮,2015,2017,200,5,交通運輸及房屋事務委員會,定期,6,6
孔昭華,2015,2017,201,5,交通運輸及房屋事務委員會,定期,6,6
楊鎮華,2015,2017,202,5,交通運輸及房屋事務委員會,定期,6,6
關秀玲,2015,2017,203,5,交通運輸及房屋事務委員會,定期,6,6
林健文,2015,2017,204,5,交通運輸及房屋事務委員會,定期,6,6
劉柏祺,2015,2017,205,5,交通運輸及房屋事務委員會,定期,6,6
鄧銘心,2015,2017,207,5,交通運輸及房屋事務委員會,定期,6,6
黃建新,2015,2017,209,5,交通運輸及房屋事務委員會,定期,6,6
楊子熙,2015,2017,210,5,交通運輸及房屋事務委員會,定期,6,6
余德寶,2015,2017,211,5,交通運輸及房屋事務委員會,定期,6,6
葉傲冬,2015,2016,193,5,社區建設委員會,定期,5,5
黃舒明,2015,2016,194,5,社區建設委員會,定期,4,5
陳少棠,2015,2016,195,5,社區建設委員會,定期,5,5
蔡少峰,2015,2016,196,5,社區建設委員會,定期,5,5
仇振輝,2015,2016,197,5,社區建設委員會,定期,5,5
鍾澤暉,2015,2016,198,5,社區建設委員會,定期,5,5
鍾港武,2015,2016,199,5,社區建設委員會,定期,5,5
許德亮,2015,2016,200,5,社區建設委員會,定期,5,5
孔昭華,2015,2016,201,5,社區建設委員會,定期,5,5
楊鎮華,2015,2016,202,5,社區建設委員會,定期,5,5
關秀玲,2015,2016,203,5,社區建設委員會,定期,5,5
劉柏祺,2015,2016,205,5,社區建設委員會,定期,5,5
鄧銘心,2015,2016,207,5,社區建設委員會,定期,5,5
黃建新,2015,2016,209,5,社區建設委員會,定期,5,5
楊子熙,2015,2016,210,5,社區建設委員會,定期,4,5
余德寶,2015,2016,211,5,社區建設委員會,定期,5,5
葉傲冬,2015,2016,193,5,地區設施管理委員會,定期,5,5
黃舒明,2015,2016,194,5,地區設施管理委員會,定期,4,5
陳少棠,2015,2016,195,5,地區設施管理委員會,定期,5,5
蔡少峰,2015,2016,196,5,地區設施管理委員會,定期,5,5
仇振輝,2015,2016,197,5,地區設施管理委員會,定期,5,5
鍾澤暉,2015,2016,198,5,地區設施管理委員會,定期,5,5
鍾港武,2015,2016,199,5,地區設施管理委員會,定期,5,5
許德亮,2015,2016,200,5,地區設施管理委員會,定期,4,5
孔昭華,2015,2016,201,5,地區設施管理委員會,定期,5,5
楊鎮華,2015,2016,202,5,地區設施管理委員會,定期,5,5
關秀玲,2015,2016,203,5,地區設施管理委員會,定期,5,5
林健文,2015,2016,204,5,地區設施管理委員會,定期,5,5
劉柏祺,2015,2016,205,5,地區設施管理委員會,定期,5,5
鄧銘心,2015,2016,207,5,地區設施管理委員會,定期,5,5
黃建新,2015,2016,209,5,地區設施管理委員會,定期,5,5
楊子熙,2015,2016,210,5,地區設施管理委員會,定期,5,5
余德寶,2015,2016,211,5,地區設施管理委員會,定期,5,5
葉傲冬,2015,2016,193,5,食物環境衞生及工務委員會,定期,5,5
黃舒明,2015,2016,194,5,食物環境衞生及工務委員會,定期,5,5
陳少棠,2015,2016,195,5,食物環境衞生及工務委員會,定期,5,5
蔡少峰,2015,2016,196,5,食物環境衞生及工務委員會,定期,5,5
莊永燦,2015,2016,212,5,食物環境衞生及工務委員會,定期,5,5
仇振輝,2015,2016,197,5,食物環境衞生及工務委員會,定期,4,5
鍾澤暉,2015,2016,198,5,食物環境衞生及工務委員會,定期,5,5
鍾港武,2015,2016,199,5,食物環境衞生及工務委員會,定期,5,5
許德亮,2015,2016,200,5,食物環境衞生及工務委員會,定期,5,5
孔昭華,2015,2016,201,5,食物環境衞生及工務委員會,定期,5,5
楊鎮華,2015,2016,202,5,食物環境衞生及工務委員會,定期,5,5
關秀玲,2015,2016,203,5,食物環境衞生及工務委員會,定期,5,5
林健文,2015,2016,204,5,食物環境衞生及工務委員會,定期,5,5
劉柏祺,2015,2016,205,5,食物環境衞生及工務委員會,定期,5,5
鄧銘心,2015,2016,207,5,食物環境衞生及工務委員會,定期,5,5
涂謹申,2015,2016,208,5,食物環境衞生及工務委員會,定期,3,5
黃建新,2015,2016,209,5,食物環境衞生及工務委員會,定期,5,5
楊子熙,2015,2016,210,5,食物環境衞生及工務委員會,定期,5,5
余德寶,2015,2016,211,5,食物環境衞生及工務委員會,定期,5,5
葉傲冬,2015,2016,193,5,交通運輸及房屋事務委員會,定期,5,5
陳少棠,2015,2016,195,5,交通運輸及房屋事務委員會,定期,5,5
蔡少峰,2015,2016,196,5,交通運輸及房屋事務委員會,定期,4,5
莊永燦,2015,2016,212,5,交通運輸及房屋事務委員會,定期,5,5
仇振輝,2015,2016,197,5,交通運輸及房屋事務委員會,定期,5,5
鍾澤暉,2015,2016,198,5,交通運輸及房屋事務委員會,定期,5,5
鍾港武,2015,2016,199,5,交通運輸及房屋事務委員會,定期,5,5
許德亮,2015,2016,200,5,交通運輸及房屋事務委員會,定期,5,5
孔昭華,2015,2016,201,5,交通運輸及房屋事務委員會,定期,5,5
楊鎮華,2015,2016,202,5,交通運輸及房屋事務委員會,定期,5,5
關秀玲,2015,2016,203,5,交通運輸及房屋事務委員會,定期,4,5
林健文,2015,2016,204,5,交通運輸及房屋事務委員會,定期,5,5
劉柏祺,2015,2016,205,5,交通運輸及房屋事務委員會,定期,5,5
鄧銘心,2015,2016,207,5,交通運輸及房屋事務委員會,定期,5,5
黃建新,2015,2016,209,5,交通運輸及房屋事務委員會,定期,5,5
楊子熙,2015,2016,210,5,交通運輸及房屋事務委員會,定期,5,5
余德寶,2015,2016,211,5,交通運輸及房屋事務委員會,定期,5,5
葉傲冬,2015,2017,193,5,區議會,定期,6,6
黃舒明,2015,2017,194,5,區議會,定期,6,6
陳少棠,2015,2017,195,5,區議會,定期,6,6
蔡少峰,2015,2017,196,5,區議會,定期,6,6
莊永燦,2015,2017,212,5,區議會,定期,6,6
仇振輝,2015,2017,197,5,區議會,定期,5,6
鍾澤暉,2015,2017,198,5,區議會,定期,6,6
鍾港武,2015,2017,199,5,區議會,定期,6,6
許德亮,2015,2017,200,5,區議會,定期,6,6
孔昭華,2015,2017,201,5,區議會,定期,6,6
楊鎮華,2015,2017,202,5,區議會,定期,6,6
關秀玲,2015,2017,203,5,區議會,定期,6,6
林健文,2015,2017,204,5,區議會,定期,6,6
劉柏祺,2015,2017,205,5,區議會,定期,6,6
鄧銘心,2015,2017,207,5,區議會,定期,6,6
涂謹申,2015,2017,208,5,區議會,定期,6,6
黃建新,2015,2017,209,5,區議會,定期,6,6
楊子熙,2015,2017,210,5,區議會,定期,6,6
余德寶,2015,2017,211,5,區議會,定期,6,6
葉傲冬,2015,2018,193,5,社區建設委員會,定期,6,6
黃舒明,2015,2018,194,5,社區建設委員會,定期,6,6
陳少棠,2015,2018,195,5,社區建設委員會,定期,5,6
蔡少峰,2015,2018,196,5,社區建設委員會,定期,5,6
仇振輝,2015,2018,197,5,社區建設委員會,定期,6,6
鍾澤暉,2015,2018,198,5,社區建設委員會,定期,6,6
鍾港武,2015,2018,199,5,社區建設委員會,定期,6,6
許德亮,2015,2018,200,5,社區建設委員會,定期,4,4
孔昭華,2015,2018,201,5,社區建設委員會,定期,6,6
楊鎮華,2015,2018,202,5,社區建設委員會,定期,5,6
關秀玲,2015,2018,203,5,社區建設委員會,定期,6,6
劉柏祺,2015,2018,205,5,社區建設委員會,定期,6,6
鄧銘心,2015,2018,207,5,社區建設委員會,定期,3,3
涂謹申,2015,2018,208,5,社區建設委員會,定期,1,1
黃建新,2015,2018,209,5,社區建設委員會,定期,6,6
楊子熙,2015,2018,210,5,社區建設委員會,定期,5,6
余德寶,2015,2018,211,5,社區建設委員會,定期,6,6
葉傲冬,2015,2018,193,5,地區設施管理委員會,定期,5,6
黃舒明,2015,2018,194,5,地區設施管理委員會,定期,5,6
陳少棠,2015,2018,195,5,地區設施管理委員會,定期,6,6
蔡少峰,2015,2018,196,5,地區設施管理委員會,定期,6,6
莊永燦,2015,2018,212,5,地區設施管理委員會,定期,2,3
仇振輝,2015,2018,197,5,地區設施管理委員會,定期,5,6
鍾澤暉,2015,2018,198,5,地區設施管理委員會,定期,6,6
鍾港武,2015,2018,199,5,地區設施管理委員會,定期,6,6
許德亮,2015,2018,200,5,地區設施管理委員會,定期,6,6
孔昭華,2015,2018,201,5,地區設施管理委員會,定期,6,6
楊鎮華,2015,2018,202,5,地區設施管理委員會,定期,6,6
關秀玲,2015,2018,203,5,地區設施管理委員會,定期,6,6
林健文,2015,2018,204,5,地區設施管理委員會,定期,6,6
劉柏祺,2015,2018,205,5,地區設施管理委員會,定期,6,6
鄧銘心,2015,2018,207,5,地區設施管理委員會,定期,6,6
涂謹申,2015,2018,208,5,地區設施管理委員會,定期,1,2
黃建新,2015,2018,209,5,地區設施管理委員會,定期,6,6
楊子熙,2015,2018,210,5,地區設施管理委員會,定期,6,6
余德寶,2015,2018,211,5,地區設施管理委員會,定期,6,6
葉傲冬,2015,2018,193,5,食物環境衞生及工務委員會,定期,5,6
黃舒明,2015,2018,194,5,食物環境衞生及工務委員會,定期,6,6
陳少棠,2015,2018,195,5,食物環境衞生及工務委員會,定期,6,6
蔡少峰,2015,2018,196,5,食物環境衞生及工務委員會,定期,6,6
莊永燦,2015,2018,212,5,食物環境衞生及工務委員會,定期,2,5
仇振輝,2015,2018,197,5,食物環境衞生及工務委員會,定期,6,6
