id,code,district_id,year,name_en,name_zh,expected_population,deviation_percentage,tags,meta_tags,main_areas,boundaries,voters,new_voters,description,description_zh,description_en,meta
1560,R28,16,2011,Kam Ying,錦英,19443,12.5,,,"[{""1."":""錦英苑""},{""2."":""雅景臺""},{""3."":""新港城 (部份) : 第 A-D座第N及P-R座""}]","[{""東"":""錦英路、馬鞍山繞道""},{""東南"":""馬鞍山繞道""},{""南"":""馬鞍山繞道、馬鞍山路""},{""西南"":""馬鞍山路""},{""西"":""馬鞍山路、港鐵(馬鞍山綫)、西沙路""}]",,,,,,
1561,R29,16,2011,Yiu On,耀安,17127,-0.9,,,"[{""1."":""耀安邨""}]","[{""東"":""馬鞍山路""},{""東南"":""馬鞍山路""},{""南"":""馬鞍山路、恆康街""},{""西南"":""恆康街""},{""西"":""恆康街""}]",,,,,,
1562,R30,16,2011,Heng On,恒安,20992,21.47,,,"[{""1."":""恒安邨""},{""2."":""錦鞍苑北西沙路、恆錦街、恆康街""}]","[{""東"":""恆康街、馬鞍山繞道""},{""東南"":""馬鞍山繞道""},{""南"":""馬鞍山繞道""},{""西南"":""馬鞍山繞道、西沙路""},{""西"":""西沙路""}]",,,,,,
1563,R31,16,2011,On Tai,鞍泰,20562,18.98,,,"[{""1."":""錦泰苑""},{""2."":""嘉華星濤灣""},{""3."":""曉峯灣畔""},{""4."":""海典灣""},{""5."":""嵐岸""}]","[{""東"":""西沙路、馬鞍山路""},{""東南"":""馬鞍山路""},{""南"":""馬鞍山路、渠""},{""西南"":""渠""},{""西"":""渠、沙田海""}]",,,,,,
1564,R32,16,2011,Tai Shui Hang,大水坑,18338,6.11,,,"[{""1."":""富安花園""},{""2."":""馬鞍山村""},{""3."":""大水坑""},{""4."":""欣安邨""}]","[{""東"":""區界線、麥理浩徑""},{""東南"":""麥理浩徑、區界線""},{""南"":""區界線、梅子林路""},{""西南"":""梅子林路""},{""西"":""亞公角街、馬鞍山路""}]",,,,,,
1565,R33,16,2011,Yu Yan,愉欣,16541,-4.29,,,"[{""1."":""亞公角漁民新村""},{""2."":""插桅杆""},{""3."":""芙蓉泌""},{""4."":""觀音山""},{""5."":""牛皮沙""},{""6."":""欣廷軒""},{""7."":""小瀝源""},{""8."":""多石""},{""9."":""愉翠苑""},{""10."":""梅子林""}]","[{""東"":""梅子林路、區界線、麥理浩徑""},{""東南"":""麥理浩徑、區界線""},{""南"":""區界線、沙田坳道""},{""西南"":""沙田坳道、沙田圍路""},{""西"":""沙田圍路、銀城街、插桅杆街""}]",,,,,,
1566,R34,16,2011,Bik Woo,碧湖,20526,18.77,,,"[{""1."":""帝堡城""},{""2."":""翠湖花園""},{""3."":""碧濤花園""},{""4."":""濱景花園""},{""5."":""碩門邨""}]","[{""東"":""大老山公路""},{""東南"":""大老山公路、廣榮里""},{""南"":""小瀝源路、大老山公路、沙田圍路、渠""},{""西南"":""渠、安明街、港鐵(馬鞍山綫)、大涌橋路""},{""西"":""渠、城門河道""}]",,,,,,
1567,R35,16,2011,Kwong Hong,廣康,12950,-25.07,,,"[{""1."":""花心坑""},{""2."":""康林苑""},{""3."":""廣林苑""},{""4."":""石古壟""},{""5."":""大藍寮""},{""6."":""黃泥頭""},{""7."":""大輋""},{""8."":""南山""}]","[{""南"":""小瀝源路、廣榮里""},{""西南"":""廣榮里、大老山公路""},{""西"":""大老山公路""}]",,,,,,
1568,R36,16,2011,Kwong Yuen,廣源,14019,-18.88,,,"[{""1."":""廣源邨北廣善街、小瀝源路""}]","[{""東"":""小瀝源路""},{""西南"":""廣善街""},{""西"":""廣善街""}]",,,,,,
1569,S01,17,2011,Kwai Hing,葵興,19405,12.28,,,"[{""1."":""葵俊苑""},{""2."":""葵涌邨 (部份) : 秋葵樓春葵樓夏葵樓茵葵樓""},{""3."":""葵興邨""},{""4."":""光輝圍""}]","[{""東"":""葵涌道""},{""東南"":""葵涌道""},{""南"":""葵涌道、葵興路、大窩口道、葵盛圍""},{""西南"":""葵盛圍""},{""西"":""葵盛圍、大窩口道""}]",,,,,,
1570,S02,17,2011,Kwai Shing East Estate,葵盛東邨,18384,6.38,,,"[{""1."":""葵盛東邨 (部份) : 盛富樓盛豐樓盛喜樓盛興樓盛家樓盛強樓盛國樓盛樂樓盛安樓盛和樓盛逸樓""}]","[{""東"":""大窩口道、葵盛圍""},{""東南"":""葵盛圍""},{""南"":""葵盛圍、葵聯路""},{""西南"":""葵聯路""},{""西"":""葵孝街""}]",,,,,,
1571,S03,17,2011,Upper Tai Wo Hau,上大窩口,12990,-24.84,,,"[{""1."":""葵蓉苑""},{""2."":""大窩口邨 (部份) : 富強樓富國樓富泰樓富德樓富華樓富榮樓富賢樓""}]","[{""東"":""大窩口道、石頭街""},{""東南"":""石頭街""},{""南"":""石頭街""},{""西"":""德士古道""}]",,,,,,
1572,S04,17,2011,Lower Tai Wo Hau,下大窩口,14028,-18.83,,,"[{""1."":""葵賢苑""},{""2."":""大窩口邨 (部份) : 富靜樓富貴樓富民樓富雅樓富安樓富碧樓富平樓富邦樓富秀樓富逸樓""}]","[{""東"":""大廈街""},{""東南"":""富貴徑""},{""南"":""大窩口道""},{""西南"":""大窩口道、大廈街""},{""西"":""大廈街、德士古道""}]",,,,,,
1573,S05,17,2011,Kwai Chung Estate North,葵涌邨北,17518,1.37,,,"[{""1."":""葵涌邨 (部份) : 曉葵樓合葵樓雅葵樓百葵樓逸葵樓映葵樓旭葵樓""}]","[{""東"":""青山公路–葵涌段、耀榮里""},{""東南"":""大窩口道""},{""南"":""大窩口道、上角街""},{""西南"":""上角街""},{""西"":""大廈街""}]",,,,,,
1574,S06,17,2011,Kwai Chung Estate Central,葵涌邨中,14636,-15.31,,,"[{""1."":""葵涌邨 (部份) : 芊葵樓翠葵樓綠葵樓碧葵樓芷葵樓""},{""2."":""葵馥苑""}]","[{""東"":""大窩口道""},{""東南"":""大窩口道""},{""南"":""大窩口道""},{""西南"":""大窩口道、富貴徑""},{""西"":""富貴徑""}]",,,,,,
1575,S07,17,2011,Shek Yam,石蔭,21136,22.3,,,"[{""1."":""葵發大廈""},{""2."":""寧峰苑""},{""3."":""石蔭東邨""},{""4."":""石蔭邨""},{""5."":""天安樓""}]","[{""東"":""大白田街""},{""東南"":""大白田街""},{""南"":""石蔭路、童子街、梨木道""},{""西南"":""青山公路–葵涌段""},{""西"":""國瑞路、昌榮路、和宜合道""}]",,,,,,
1576,S08,17,2011,On Yam,安蔭,16396,-5.13,,,"[{""1."":""安蔭邨北城門道、區界線""}]","[{""東"":""區界線""},{""東南"":""區界線""},{""南"":""石排街、大白田街""},{""西南"":""大白田街""},{""西"":""和宜合道""}]",,,,,,
1577,S09,17,2011,Shek Lei Extension,新石籬,18881,9.25,,,"[{""1."":""石籬(一)邨""},{""2."":""石籬(二)邨 (部份) : 石佳樓石華樓""},{""3."":""怡峰苑""}]","[{""東"":""區界線""},{""東南"":""區界線""},{""南"":""區界線""},{""西"":""青山公路–葵涌段""}]",,,,,,
1578,S10,17,2011,Shek Lei,石籬,19400,12.26,,,"[{""1."":""石籬(二)邨 (部份) : 第１０座第１１座石祥樓石福樓石富樓石禧樓石廣樓石偉樓石榮樓石欣樓石怡樓""}]","[{""東"":""石排街""},{""東南"":""石排街""},{""南"":""石排街""},{""西南"":""圍乪街""},{""西"":""大隴街""}]",,,,,,
1579,S11,17,2011,Tai Pak Tin,大白田,21492,24.36,,,"[{""1."":""葵星中心""},{""2."":""葵涌花園""},{""3."":""寶星中心""},{""4."":""瑞景大廈""},{""5."":""雍雅軒""},{""6."":""怡勝花園""},{""7."":""誼發大廈""}]","[{""東"":""大白田街""},{""東南"":""大隴街""},{""南"":""石貝街、大隴街""},{""西南"":""青山公路–葵涌段""},{""西"":""青山公路–葵涌段""}]",,,,,,
1580,S12,17,2011,Kwai Fong,葵芳,18635,7.83,,,"[{""1."":""葵芳邨北葵涌道、青山公路–葵涌段""}]","[{""東"":""青山公路–葵涌段""},{""東南"":""大連排道""},{""南"":""大連排道、葵富路""},{""西南"":""葵富路""},{""西"":""興芳路、葵涌道、葵益道""}]",,,,,,
1581,S13,17,2011,Wah Lai,華麗,16136,-6.63,,,"[{""1."":""嘉翠園""},{""2."":""麗瑤邨""},{""3."":""海峰花園""},{""4."":""翠瑤苑""},{""5."":""華員邨""},{""6."":""華景山莊""}]","[{""東南"":""華景山路""},{""南"":""華景山路、青山公路–葵涌段""},{""西南"":""荔枝嶺路""},{""西"":""麗祖路、青山公路–葵涌段""}]",,,,,,
1582,S14,17,2011,Lai Wah,荔華,14893,-13.82,,,"[{""1."":""鍾山臺""},{""2."":""樂園""},{""3."":""九華徑""},{""4."":""九華徑新村""},{""5."":""荔灣花園""},{""6."":""荔欣苑""},{""7."":""華豐園""},{""8."":""華荔邨""}]","[{""東"":""區界線、青沙公路""},{""東南"":""區界線、呈祥道""},{""南"":""呈祥道、區界線""},{""西南"":""荔景山路""},{""西"":""荔景山路""}]",,,,,,
1583,S15,17,2011,Cho Yiu,祖堯,16584,-4.04,,,"[{""1."":""祖堯邨""},{""2."":""浩景臺""},{""3."":""荔景紀律部隊宿舍""},{""4."":""荔景臺""}]","[{""東"":""荔枝嶺路、荔景山路""},{""東南"":""荔景山路、區界線""},{""南"":""葵涌道""},{""西南"":""葵涌道""},{""西"":""荔景山路""}]",,,,,,
1584,S16,17,2011,Hing Fong,興芳,20231,17.06,,,"[{""1."":""芊紅居""},{""2."":""下葵涌村""},{""3."":""葵涌廣場""},{""4."":""葵芳閣""},{""5."":""葵康苑""},{""6."":""葵盛東邨 (部份) : 第十二座""},{""7."":""新葵芳花園""},{""8."":""新葵興花園""}]","[{""東"":""葵涌道、葵益道、興芳路、葵富路青山公路–葵涌段""},{""東南"":""青山公路–葵涌段、麗祖路""},{""南"":""華瑤路、麗祖路、聯接街""},{""西南"":""葵福路""},{""西"":""葵福路、盛福街""}]",,,,,,
1585,S17,17,2011,Lai King,荔景,14638,-15.3,,,"[{""1."":""荔景邨""},{""2."":""賢麗苑""},{""3."":""悅麗苑""}]","[{""東"":""青葵公路、葵涌道""},{""東南"":""區界線""},{""南"":""昂運路""},{""西"":""藍巴勒海峽""}]",,,,,,
1586,S18,17,2011,Kwai Shing West Estate,葵盛西邨,18580,7.51,,,"[{""1."":""高盛臺""},{""2."":""月海灣""},{""3."":""葵盛西邨""}]","[{""東"":""葵福路""},{""東南"":""葵青路""},{""南"":""葵青路""},{""西南"":""藍巴勒海峽""},{""西"":""藍巴勒海峽""}]",,,,,,
1587,S19,17,2011,On Ho,安灝,21260,23.02,,,"[{""1."":""長安邨 (部份) : 安潮樓安湄樓安泊樓安湖樓""},{""2."":""青逸軒""},{""3."":""灝景灣""}]","[{""東"":""區界線、藍巴勒海峽""},{""東南"":""藍巴勒海峽、青荃路""},{""南"":""青荃路""},{""西南"":""担杆山交匯處、青敬路、青荃路""},{""西"":""青敬路、牙鷹洲街""}]",,,,,,
1588,S20,17,2011,Wai Ying,偉盈,19853,14.88,,,"[{""1."":""偉景花園""},{""2."":""聖保祿村""},{""3."":""盈翠半島""},{""4."":""宏福花園""}]","[{""東"":""藍巴勒海峽""},{""東南"":""藍巴勒海峽""},{""南"":""青敬路、青綠街""},{""西南"":""青綠街""},{""西"":""楓樹窩路""}]",,,,,,
1589,S21,17,2011,Tsing Yi Estate,青衣邨,14846,-14.1,,,"[{""1."":""青衣邨""},{""2."":""青怡花園北青綠街""}]","[{""東"":""青敬路""},{""東南"":""楓樹窩路""},{""南"":""楓樹窩路""},{""西南"":""楓樹窩路""},{""西"":""楓樹窩路""}]",,,,,,
1590,S22,17,2011,Greenfield,翠怡,19334,11.87,,,"[{""1."":""涌美老屋村""},{""2."":""海欣花園""},{""3."":""翠怡花園""},{""4."":""藍田村""},{""5."":""新屋村""},{""6."":""海悅花園""},{""7."":""大王下村""},{""8."":""鹽田角村""}]","[{""東"":""藍巴勒海峽""},{""東南"":""葵青路""},{""南"":""青衣鄉事會路、涌美路""},{""西南"":""涌美路、青衣西路""},{""西"":""青衣西路""}]",,,,,,
1591,S23,17,2011,Cheung Ching,長青,19097,10.5,,,"[{""1."":""長青邨""},{""2."":""美景花園北涌美路、青衣鄉事會路""}]","[{""東"":""青衣鄉事會路、青衣交匯處""},{""東南"":""青衣路""},{""南"":""青衣路""},{""西南"":""細山路""},{""西"":""青康路""}]",,,,,,
1592,S24,17,2011,Cheung Hong,長康,18515,7.13,,,"[{""1."":""長康邨 (部份) : 康富樓康貴樓康安樓康平樓康盛樓康泰樓康華樓康榮樓康和樓""},{""2."":""青華苑""}]","[{""東南"":""青康路""},{""南"":""青康路、青芊街""},{""西南"":""青衣西路""},{""西"":""青衣西路""}]",,,,,,
1593,S25,17,2011,Shing Hong,盛康,13350,-22.75,,,"[{""1."":""長康邨 (部份) : 康祥樓康豐樓康美樓康順樓""},{""2."":""青盛苑""}]","[{""東南"":""青康路""},{""南"":""青康路""},{""西南"":""青康路""},{""西"":""青康路、青衣西路""}]",,,,,,
1594,S26,17,2011,Tsing Yi South,青衣南,19175,10.95,,,"[{""1."":""長宏邨""},{""2."":""曉峰園""},{""3."":""藍澄灣""}]","[{""東"":""藍巴勒海峽、昂船洲大橋""},{""東南"":""區界線""},{""南"":""區界線""},{""西南"":""區界線""},{""西"":""區界線、馬灣海峽""}]",,,,,,
1595,S27,17,2011,Cheung Hang,長亨,13669,-20.91,,,"[{""1."":""長亨邨北區界線""}]","[{""東"":""担杆山交匯處、楓樹窩路""},{""東南"":""青衣西路""},{""南"":""青衣西路、寮肚路""},{""西南"":""青馬大橋、區界線""},{""西"":""區界線、馬灣海峽""}]",,,,,,
1596,S28,17,2011,Ching Fat,青發,,,,,[],[],,,,,,
1597,S29,17,2011,Cheung On,長安,14050,-18.7,,,"[{""1."":""長安邨 (部份) : 安清樓安海樓安江樓安濤樓安洋樓安潤樓""}]","[{""東"":""青敬路""},{""東南"":""青敬路、担杆山交匯處""},{""南"":""青衣北岸公路""},{""西南"":""青衣北岸公路""},{""西"":""青衣北岸公路、担杆山路""}]",,,,,,
1598,T01,18,2011,Lantau,大嶼山,19169,10.92,,,"[{""1."":""長沙""},{""2."":""麗濱別墅""},{""3."":""龍軒苑""},{""4."":""龍田邨""},{""5."":""美雅花園""},{""6."":""銀灣邨""},{""7."":""卓濤軒""},{""8."":""澄碧邨""},{""9."":""銀景中心""},{""10."":""南園子""},{""11."":""塘福""},{""12."":""亦園""}]","[{""東"":""銀礦灣、芝蔴灣、北長洲海峽""},{""東南"":""北長洲海峽、石鼓洲、芝蔴灣半島""},{""南"":""索罟群島、區界線""},{""西南"":""大嶼海峽、區界線""},{""西"":""大澳、區界線""}]",,,,,,
1599,T02,18,2011,Yat Tung Estate North,逸東邨北,21457,24.16,,,"[{""1."":""逸東邨 (部份) : 翠逸樓謙逸樓康逸樓勤逸樓傑逸樓居逸樓美逸樓滿逸樓寶逸樓信逸樓瑞逸樓德逸樓悅逸樓""}]","[{""東"":""松仁路""},{""東南"":""裕東路、松仁路""},{""南"":""裕東路、逸東街""},{""西南"":""逸東街""},{""西"":""逸東街""}]",,,,,,
1600,T03,18,2011,Yat Tung Estate South,逸東邨南,17712,2.49,,,"[{""1."":""逸東邨 (部份) : 舟逸樓至逸樓清逸樓福逸樓享逸樓祿逸樓平逸樓善逸樓太逸樓迎逸樓漁逸樓雍逸樓""}]","[{""東"":""裕東路、松仁路""},{""東南"":""東涌道""},{""南"":""東涌道""},{""西南"":""裕東路""}]",,,,,,
1601,T04,18,2011,Tung Chung North,東涌北,22048,27.58,,,"[{""1."":""映灣園""},{""2."":""藍天海岸""},{""3."":""水藍天岸""},{""4."":""海堤灣畔""}]","[{""東"":""港鐵（機場快綫）、北大嶼山公路""},{""東南"":""北大嶼山公路""},{""南"":""北大嶼山公路、東涌東交匯處""},{""西南"":""北大嶼山公路""},{""西"":""北大嶼山公路、東涌海濱路""}]",,,,,,
1602,T05,18,2011,Tung Chung South,東涌南,18558,7.38,,,"[{""1."":""富東邨""},{""2."":""東堤灣畔""},{""3."":""裕東苑""}]","[{""東南"":""北大嶼山公路、迎禧路、東涌海濱路""},{""南"":""裕東路、順東路、赤鱲角南路、南環路""},{""西南"":""赤鱲角南路、南環路""},{""西"":""區界線""}]",,,,,,
1603,T06,18,2011,Discovery Bay,愉景灣,17560,1.61,,,"[{""1."":""碧濤""},{""2."":""尚堤""},{""3."":""愉景灣""}]","[{""東"":""區界線""},{""東南"":""區界線""},{""南"":""坪洲以北、遊艇徑""},{""西南"":""梅窩以北""},{""西"":""老虎頭、榴花峒、愉景灣隧道""}]",,,,,,
1604,T07,18,2011,Peng Chau & Hei Ling Chau,坪洲及喜靈洲,7748,-55.17,,,"[{""1."":""喜靈洲職員宿舍""},{""2."":""金坪邨""},{""3."":""南灣""},{""4."":""稔樹灣""},{""5."":""坪麗苑""},{""6."":""東灣""},{""7."":""元嶺仔""}]","[{""東"":""區界線""},{""東南"":""西博寮海峽""},{""南"":""西博寮海峽""},{""西南"":""喜靈洲避風塘""}]",,,,,,
1605,T08,18,2011,Lamma & Po Toi,南丫及蒲台,6095,-64.73,,,"[{""1."":""洪聖爺""},{""2."":""蘆鬚城""},{""3."":""模達""},{""4."":""北角村""},{""5."":""蒲台""},{""6."":""索罟灣""},{""7."":""大灣""},{""8."":""榕樹灣""},{""1."":""花屏山莊""},{""2."":""碧濤軒""},{""3."":""高山村""},{""4."":""龍仔村""},{""5."":""雅寧苑""},{""6."":""西灣美經援村""},{""7."":""大石口""},{""8."":""大菜園區""},{""9."":""東莞新邨""}]","[{""東"":""區界線、橫瀾島""},{""東南"":""區界線""},{""南"":""區界線、蒲台群島""},{""西南"":""區界線""},{""西"":""長洲以東部份海域、西博寮海峽""},{""東"":""西博寮海峽""},{""南"":""長洲以南部份海域""},{""西"":""石鼓洲以東""}]",,,,,,
1606,T09,18,2011,Cheung Chau South,長洲南,,,,,[],[],,,,,,
1607,T10,18,2011,Cheung Chau North,長洲北,12769,-26.11,,,"[{""1."":""長貴邨""},{""2."":""長苑""},{""3."":""浩賢軒""},{""4."":""安榮中心""},{""5."":""北社新村""},{""6."":""桂濤花園""},{""7."":""大貴灣新村""},{""8."":""同裕樓""}]","[{""東"":""西博寮海峽""},{""東南"":""觀音灣""},{""南"":""觀音灣路、學校路、大菜園路、大新後街""},{""西南"":""長洲避風塘、長洲西堤道""},{""西"":""北長洲海峽""}]",,,,,,
1608,A01,1,2015,Chung Wan,中環,13850,-18.36,,,"[{""1."":""荷李活華庭""}]","[{""北"":""區界線""},{""東北"":""區界線""},{""東"":""區界線""},{""東南"":""萬茂里、堅尼地道""},{""南"":""堅尼地道、麥當勞道、花園道下亞厘畢道""},{""西南"":""下亞厘畢道、雲咸街、亞畢諾道贊善里、奧卑利街、伊利近街、卑利街士丹頓街""},{""西"":""士丹頓街、鴨巴甸街、荷李活道樓梯街、皇后大道中、急庇利街干諾道中""},{""西北"":""中港道""}]",,,,,,
1609,A02,1,2015,Mid Levels East,半山東,18828,10.99,,,"[{""1."":""尚賢居""},{""2."":""翠峰園""},{""3."":""樂信臺""},{""4."":""嘉兆臺""},{""5."":""麗豪閣""}]","[{""北"":""贊善里、亞畢諾道、雲咸街""},{""東北"":""雲咸街、下亞厘畢道""},{""東"":""下亞厘畢道、花園道""},{""東南"":""花園道""},{""南"":""花園道、羅便臣道、舊山頂道、香雪道""},{""西南"":""香雪道""},{""西"":""香雪道、干德道、羅便臣道、西摩道衛城道""},{""西北"":""西摩道、衛城道、堅道、城皇街士丹頓街、卑利街、伊利近街奧卑利街、贊善里""}]",,,,,,
1610,A03,1,2015,Castle Road,衛城,18859,11.17,,,"[{""1."":""天匯""},{""2."":""殷樺花園""},{""3."":""聯邦花園""},{""4."":""雍景臺""}]","[{""北"":""柏道、卑利士道、般咸道、堅道""},{""東北"":""衛城道、西摩道""},{""東"":""堅道、衛城道、西摩道、羅便臣道干德道""},{""東南"":""香雪道、干德道""},{""西"":""寶珊道、干德道""},{""西北"":""羅便臣道、柏道""}]",,,,,,
1611,A04,1,2015,Peak,山頂,20324,19.81,,,"[{""1."":""顯峰居""},{""2."":""帝景園""},{""3."":""嘉慧園""},{""4."":""嘉麗園""},{""5."":""山景花園別墅""},{""6."":""紅梅閣""},{""7."":""地利根德閣""},{""8."":""環翠園""},{""9."":""永安邨""}]","[{""北"":""香雪道、舊山頂道、羅便臣道、花園道麥當勞道、堅尼地道""},{""東北"":""堅尼地道、寶雲徑、寶雲道""},{""東"":""區界線、甘道、香港仔水塘道""},{""東南"":""香港仔水塘道""},{""南"":""香港仔水塘道、區界線、港島徑貝璐道、引水道""},{""西南"":""引水道、區界線、港島徑""},{""西"":""港島徑、區界線、夏力道""},{""西北"":""夏力道、盧吉道""}]",,,,,,
1612,A05,1,2015,University,大學,19010,12.06,,,"[{""1."":""雅翠園""},{""2."":""豫苑""},{""3."":""富林苑""},{""4."":""景翠園""},{""5."":""利嘉大廈""},{""6."":""福苑""},{""7."":""香港大學""},{""8."":""慧苑""}]","[{""北"":""薄扶林道、般咸道""},{""東北"":""寶源里、柏道""},{""東"":""柏道、羅便臣道、干德道、寶珊道、盧吉道""},{""東南"":""盧吉道""},{""南"":""盧吉道、夏力道""},{""西南"":""夏力道、區界線""},{""西"":""區界線、薄扶林道""},{""西北"":""薄扶林道""}]",,,,,,
1613,A06,1,2015,Kennedy Town & Mount Davis,堅摩,16920,-0.26,,,"[{""1."":""加多近山""},{""2."":""加惠臺""},{""3."":""百年大樓""},{""4."":""嘉富大廈""},{""5."":""嘉安大廈""},{""6."":""高逸華軒""},{""7."":""西環邨""},{""8."":""泓都""}]","[{""北"":""區界線""},{""東北"":""區界線、堅彌地城新海旁、士美菲路""},{""東"":""士美菲路、卑路乍街""},{""東南"":""科士街、摩星嶺道、爹核士街""},{""南"":""摩星嶺道、域多利道、區界線""},{""西南"":""區界線""},{""西"":""區界線""},{""西北"":""區界線""}]",,,,,,
1614,A07,1,2015,Kwun Lung,觀龍,15188,-10.47,,,"[{""1."":""觀龍樓""},{""2."":""美菲閣""},{""3."":""士美菲園""},{""4."":""嘉輝花園""},{""5."":""翰林軒""},{""12.82"":""A08西環14,789-""},{""1."":""寶雅山""},{""2."":""海怡花園""},{""3."":""堅城中心""},{""4."":""五福大廈""},{""5."":""珍珠閣""}]","[{""北"":""卑路乍街、士美菲路""},{""東北"":""士美菲路、蒲飛路、薄扶林道""},{""東"":""薄扶林道""},{""東南"":""薄扶林道""},{""南"":""區界線、摩星嶺道""},{""西"":""科士街""},{""西北"":""科士街、爹核士街""}]",,,,,,
1615,A08,1,2015,Sai Wan,西環,14789,-12.82,,,"[{""1."":""寶雅山""},{""2."":""海怡花園""},{""3."":""堅城中心""},{""4."":""五福大廈""},{""5."":""珍珠閣""}]","[{""北"":""區界線""},{""東北"":""區界線、城西道、西祥街北""},{""東"":""西祥街北、西祥街、卑路乍街、山市街""},{""東南"":""蒲飛路""},{""南"":""蒲飛路、士美菲路""},{""西南"":""士美菲路""},{""西"":""士美菲路、堅彌地城新海旁""},{""西北"":""區界線""}]",,,,,,
1616,A09,1,2015,Belcher,寶翠,21195,24.94,,,"[{""1."":""學士臺""},{""2."":""寶翠閣""},{""3."":""羲皇臺""},{""4."":""金陵閣""},{""5."":""寶翠園""},{""6."":""益豐花園""},{""7."":""盈基花園""}]","[{""北"":""區界線""},{""東北"":""區界線、城西道、堅彌地城海旁""},{""東"":""皇后大道西、山道、南里""},{""東南"":""南里、薄扶林道""},{""南"":""薄扶林道、蒲飛路、山市街""},{""西南"":""山市街""},{""西"":""山市街、卑路乍街、西祥街、西祥街北城西道""},{""西北"":""區界線""}]",,,,,,
1617,A10,1,2015,Shek Tong Tsui,石塘咀,17176,1.25,,,"[{""1."":""創業中心""},{""2."":""龍暉花園""},{""3."":""怡景花園""},{""4."":""維壹""},{""5."":""光前大廈""},{""6."":""均益大廈第一期""},{""7."":""華明中心""}]","[{""北"":""區界線""},{""東北"":""區界線""},{""東"":""豐物道、嘉安街、干諾道西、德輔道西水街""},{""東南"":""皇后大道西""},{""南"":""皇后大道西""},{""西南"":""皇后大道西""},{""西"":""皇后大道西、堅彌地城海旁、城西道""},{""西北"":""區界線""}]",,,,,,
1618,A11,1,2015,Sai Ying Pun,西營盤,14528,-14.36,,,"[{""1."":""高樂花園""},{""2."":""均益大廈第二期""},{""3."":""均益大廈第三期""}]","[{""北"":""區界線""},{""東北"":""區界線""},{""東"":""干諾道西、威利麻街""},{""東南"":""威利麻街、皇后大道西""},{""南"":""皇后大道西、東邊街、德輔道西、正街""},{""西南"":""水街、德輔道西""},{""西"":""嘉安街、德輔道西、豐物道""},{""西北"":""區界線""}]",,,,,,
1619,A12,1,2015,Sheung Wan,上環,17550,3.45,,,"[{""1."":""康威花園""},{""2."":""中源中心""},{""3."":""帝后華庭""},{""4."":""西浦""}]","[{""北"":""區界線""},{""東北"":""區界線""},{""東"":""中港道、干諾道中、急庇利街""},{""東南"":""急庇利街、皇后大道中、樓梯街""},{""南"":""樓梯街、荷李活道""},{""西南"":""皇后大道西""},{""西"":""皇后大道西、威利麻街、干諾道西""},{""西北"":""區界線""}]",,,,,,
1620,A13,1,2015,Tung Wah,東華,13051,-23.07,,,"[{""1."":""聚賢居""},{""2."":""雍翠臺""},{""3."":""寶威閣""},{""4."":""東輝花園""}]","[{""北"":""皇后大道西、荷李活道""},{""東北"":""荷李活道""},{""東"":""荷李活道、鴨巴甸街、士丹頓街""},{""東南"":""城皇街、堅道""},{""南"":""堅道、般咸道、卑利士道""},{""西南"":""卑利士道、柏道、寶源里""},{""西"":""高街、東邊街""},{""西北"":""東邊街、皇后大道西""}]",,,,,,
1621,A14,1,2015,Centre Street,正街,16227,-4.34,,,"[{""1."":""縉城峰""},{""2."":""西園""},{""3."":""裕新大廈""}]","[{""北"":""正街、德輔道西、東邊街""},{""東北"":""東邊街""},{""東"":""東邊街、高街""},{""東南"":""般咸道""},{""南"":""般咸道""},{""西南"":""西邊街、般咸道""},{""西"":""西邊街""},{""西北"":""西邊街、皇后大道西""}]",,,,,,
1622,A15,1,2015,Water Street,水街,15142,-10.74,,,"[{""1."":""山景園""},{""2."":""景輝大廈""},{""3."":""廣豐臺""},{""4."":""毓明閣""}]","[{""北"":""皇后大道西""},{""東北"":""皇后大道西、西邊街""},{""東"":""西邊街""},{""東南"":""西邊街、般咸道""},{""南"":""般咸道""},{""西南"":""般咸道、薄扶林道""},{""西"":""南里、山道""},{""西北"":""山道、皇后大道西""}]",,,,,,
1623,B01,2,2015,Hennessy,軒尼詩,13207,-22.15,,,"[{""1."":""灣景中心大廈""},{""2."":""建利大廈""},{""3."":""尚翹峰(部份) :第一座""}]","[{""北"":""區界線""},{""東北"":""杜老誌道""},{""東"":""告士打道、史釗域道、軒尼詩道譚臣道、菲林明道""},{""東南"":""普樂里、皇后大道東、灣仔道""},{""南"":""堅尼地道、堅彌地街、吉安街石水渠街""},{""西南"":""交加街、莊士敦道、皇后大道東春園街、灣仔道""},{""西"":""春園街、莊士敦道、柯布連道軒尼詩道、告士打道""},{""西北"":""告士打道、菲林明道、博覽道東""}]",,,,,,
1624,B02,2,2015,Oi Kwan,愛群,14442,-14.87,,,"[{""1."":""鴻業大廈""},{""2."":""廣生行大廈""},{""3."":""文安樓""},{""4."":""愛羣閣""},{""5."":""杜智臺""}]","[{""北"":""區界線""},{""東北"":""馬師道""},{""東"":""馬師道、軒尼詩道、天樂里摩理臣山道""},{""東南"":""黃泥涌峽天橋、黃泥涌道""},{""南"":""厚德里、司徒拔道、皇后大道東""},{""西南"":""普樂里、灣仔道、菲林明道""},{""西"":""軒尼詩道、譚臣道、史釗域道告士打道""},{""西北"":""杜老誌道、區界線""}]",,,,,,
