id,year,ca_code,ca_name,constituency_id,編號,name_zh,adress_zh,Constituency Code,Constituency,station_code,name_en,address_en,googleAPI_lat,googleAPI_lng,addrParser_dc_name_19,lat,lng
1093,2019,D12,置富,2113,D1201,展亮技能發展中心(薄扶林),香港薄扶林道147號,D12,CHI FU,D1201,Shine Skills Centre (Pokfulam),"147 Pokfulam Road, Hong Kong",22.2602336,114.1360857,置富 (D12),22.26059,114.1361
1094,2019,D12,置富,2113,D1202,置富南區會堂,香港薄扶林置富道置富南區廣場,D12,CHI FU,D1202,Chi Fu Community Hall,"Chi Fu Landmark, Chi Fu Road, Pokfulam, Hong Kong",22.257628,114.139324,置富 (D12),22.25745,114.13846
1095,2019,D13,田灣,2114,D1301,明愛賽馬會香港仔服務中心,香港香港仔田灣街20號,D13,TIN WAN,D1301,Caritas Jockey Club Aberdeen Social Centre,"20 Tin Wan Street, Aberdeen, Hong Kong",22.249658,114.1495555,田灣 (D13),22.24968,114.14945
1096,2019,D13,田灣,2114,D1302,聖公會田灣始南小學,香港香港仔田灣新街5號,D13,TIN WAN,D1302,SKH Tin Wan Chi Nam Primary School,"5 Tin Wan New Street, Aberdeen, Hong Kong",22.2513189,114.1508115,田灣 (D13),22.2518,114.1511
1097,2019,D14,石漁,2115,D1401,香港仔聖伯多祿天主教小學,香港香港仔石排灣邨第2期,D14,SHEK YUE,D1401,Aberdeen St. Peter's Catholic Primary School,"Phase 2, Shek Pai Wan Estate, Aberdeen, Hong Kong",22.2491289,114.1576455,石漁 (D14),22.24884,114.15816
1098,2019,D15,黃竹坑,2116,D1501,香港仔網球及壁球中心,香港香港仔海傍道1號,D15,WONG CHUK HANG,D1501,Aberdeen Tennis and Squash Centre,"1 Aberdeen Praya Road, Aberdeen, Hong Kong",22.2474996,114.1599595,黃竹坑 (D15),22.24752,114.15995
1099,2019,D15,黃竹坑,2116,D1502,新會商會陳白沙紀念中學,香港黃竹坑深灣道1號,D15,WONG CHUK HANG,D1502,SWCS Chan Pak Sha School,"1 Shum Wan Road, Wong Chuk Hang, Hong Kong",22.2454456,114.166369,黃竹坑 (D15),22.24543,114.16668
1100,2019,D16,海灣,2117,D1601,南島中學,香港香港仔南風道50號,D16,BAYS AREA,D1601,South Island School,"50 Nam Fung Road, Aberdeen, Hong Kong",22.2539692,114.1828567,香港仔 (D01),22.24981,114.15644
1101,2019,D16,海灣,2117,D1602,香港國際學校,香港淺水灣南灣坊6號1樓體育館,D16,BAYS AREA,D1602,Hong Kong International School,"UPS Gym, 1/F, 6 South Bay Close, Repulse Bay, Hong Kong",22.2390206,114.2011087,海灣 (D16),22.23873,114.20119
1102,2019,D17,赤柱及石澳,2118,D1701,赤柱社區會堂,香港赤柱市場道6號赤柱市政大廈地面下層,D17,STANLEY & SHEK O,D1701,Stanley Community Hall,"LG/F, Stanley Municipal Services Building, 6 Stanley Market Road, Hong Kong",22.219167,114.212222,赤柱及石澳 (D17),22.21916,114.21227
1103,2019,D17,赤柱及石澳,2118,D1702,石澳康樂及文化事務署職員宿舍,香港石澳村110號,D17,STANLEY & SHEK O,D1702,Shek O Leisure and Cultural Services Department Staff Quarters,"110  Shek O Village, Hong Kong",22.2300368,114.252543,赤柱及石澳 (D17),22.23129,114.25111
1104,2019,E01,尖沙咀西,2119,E0101,九龍公園游泳池,九龍尖沙咀柯士甸道22號九龍公園,E01,TSIM SHA TSUI WEST,E0101,Kowloon Park Swimming Pool,"Kowloon Park, 22 Austin Road, Tsim Sha Tsui, Kowloon",22.301755,114.1705215,尖沙咀西 (E01),22.3019,114.1704
1105,2019,E02,九龍站,2120,E0201,仁愛堂陳鄭玉而幼稚園,九龍尖沙咀柯士甸道西1號1樓104室,E02,KOWLOON STATION,E0201,Yan Oi Tong Chan Cheng Yuk Yee Kindergarten,"Unit 104, 1/F, 1 Austin Road West, Tsim Sha Tsui, Kowloon",22.3031132,114.1630017,尖沙咀中 (E20),22.30026,114.17587
1106,2019,E03,佐敦西,2121,E0301,油尖旺多元文化活動中心,九龍佐敦炮台街59號 ,E03,JORDAN WEST,E0301,Yau Tsim Mong Multicultural Activity Centre,"59 Battery Street, Jordan, Kowloon",22.3074929,114.1687336,佐敦北 (E18),22.30608,114.17252
1107,2019,E04,油麻地南,2122,E0401,梁顯利油麻地社區中心,九龍油麻地眾坊街60號地下,E04,YAU MA TEI SOUTH,E0401,Henry G. Leong Yaumatei Community Centre,"G/F, 60 Public Square Street, Yau Ma Tei, Kowloon",22.309875,114.169694,油麻地南 (E04),22.30965,114.16983
1108,2019,E05,富榮,2123,E0501,油蔴地天主教小學(海泓道),九龍油麻地海泓道10號,E05,CHARMING,E0501,Yaumati Catholic Primary School (Hoi Wang Road),"10 Hoi Wang Road, Yau Ma Tei, Kowloon",22.3133907,114.1640467,富榮 (E05),22.3134,114.1641
1109,2019,E06,旺角西,2124,E0601,旺角社區會堂,九龍旺角上海街557號旺角綜合大樓2樓,E06,MONG KOK WEST,E0601,Mong Kok Community Hall,"L2, Mong Kok Complex, 557 Shanghai Street, Mong Kok, Kowloon",22.318359,114.168127,旺角西 (E06),22.31819,114.16806
1110,2019,E07,富柏,2125,E0701,保良局陳守仁小學,九龍油麻地海庭道6號,E07,FU PAK,E0701,PLK Camões Tan Siu Lin Primary School,"6 Hoi Ting Road, Yau Ma Tei, Kowloon",22.315017,114.1653472,富柏 (E07),22.31499,114.16537
1111,2019,E08,奧運,2126,E0801,香港亞洲歸主協會維港灣長者會所,九龍大角咀海輝道11號奧海城一期政府服務中心高層地下,E08,OLYMPIC,E0801,Asian Outreach Hong Kong Island Harbourview Elderly Club,"UG/F, GIC Building, Olympian City 1, 11 Hoi Fai Road, Tai Kok Tsui, Kowloon",22.3201764,114.1576352,奧運 (E08),22.3204,114.1575
1112,2019,E09,櫻桃,2127,E0901,路德會沙崙學校,九龍大角咀櫻桃街18號,E09,CHERRY,E0901,Sharon Lutheran School,"18 Cherry Street, Tai Kok Tsui, Kowloon",22.3189499,114.1651665,櫻桃 (E09),22.31892,114.16503
1113,2019,E10,大角咀南,2128,E1001,大角嘴天主教小學,九龍大角嘴道148號,E10,TAI KOK TSUI SOUTH,E1001,Tai Kok Tsui Catholic Primary School,"148 Tai Kok Tsui Road, Kowloon",22.322142,114.1621889,大角咀南 (E10),22.32207,114.16216
1114,2019,E11,大角咀北,2129,E1101,中華基督教會基全小學,九龍大角咀道150號,E11,TAI KOK TSUI NORTH,E1101,CCC Kei Tsun Primary School,"150 Tai Kok Tsui Road, Kowloon",22.322345,114.1625605,大角咀南 (E10),22.3225,114.1624
1115,2019,E12,大南,2130,E1201,鮮魚行學校,九龍大角咀詩歌舞街33號,E12,TAI NAN,E1201,Fresh Fish Traders' School,"33 Sycamore Street, Tai Kok Tsui, Kowloon",22.3246395,114.1640467,大南 (E12),22.32479,114.164
1116,2019,E13,旺角北,2131,E1301,聖公會基榮小學,九龍荔枝角道23號,E13,MONG KOK NORTH,E1301,SKH Kei Wing Primary School,"23 Lai Chi Kok Road, Kowloon",22.3223495,114.1679249,旺角北 (E13),22.32238,114.16796
1117,2019,E14,旺角東,2132,E1401,界限街一號體育館,九龍旺角洗衣街200號,E14,MONG KOK EAST,E1401,Boundary Street Sports Centre No. 1,"200 Sai Yee Street, Mong Kok, Kowloon",22.326139,114.17053,旺角東 (E14),22.3256,114.17093
1118,2019,E15,旺角南,2133,E1501,優才(楊殷有娣)書院,九龍旺角洗衣街31號,E15,MONG KOK SOUTH,E1501,G.T. (Ellen Yeung) College,"31 Sai Yee Street, Mong Kok, Kowloon",22.3177742,114.1717798,旺角南 (E15),22.31773,114.17171
1119,2019,E16,油麻地北,2134,E1601,東華三院羅裕積小學,九龍油麻地碧街51號,E16,YAU MA TEI NORTH,E1601,TWGHs Lo Yu Chik Primary School,"51 Pitt Street, Yau Ma Tei, Kowloon",22.3143903,114.171058,油麻地北 (E16),22.31445,114.17105
1120,2019,E17,尖東及京士柏,2135,E1701,油蔴地街坊會學校,九龍油麻地眾坊街80號,E17,EAST TSIM SHA TSUI & KING'S PARK,E1701,Yaumati Kaifong Association School,"80 Public Square Street, Yau Ma Tei, Kowloon",22.3101592,114.1716869,尖東及京士柏 (E17),22.31012,114.1717
1121,2019,E17,尖東及京士柏,2135,E1702,香港專上學院,九龍紅磡紅樂道8號香港理工大學紅磡灣校園,E17,EAST TSIM SHA TSUI & KING'S PARK,E1702,Hong Kong Community College,"PolyU Hung Hom Bay Campus, 8 Hung Lok Road, Hung Hom, Kowloon",22.3033095,114.1848538,尖東及京士柏 (E17),22.30325,114.18486
1122,2019,E18,佐敦北,2136,E1801,佐敦道官立小學,九龍油麻地南京街1號B,E18,JORDAN NORTH,E1801,Jordan Road Government Primary School,"1B Nanking Street, Yau Ma Tei, Kowloon",22.306195,114.1689002,佐敦北 (E18),22.30592,114.16998
1123,2019,E19,佐敦南,2137,E1901,九龍公園體育館,九龍尖沙咀柯士甸道22號九龍公園,E19,JORDAN SOUTH,E1901,Kowloon Park Sports Centre,"Kowloon Park, 22 Austin Road, Tsim Sha Tsui, Kowloon",22.301755,114.1705215,尖沙咀西 (E01),22.3019,114.1704
1124,2019,E20,尖沙咀中,2138,E2001,入境事務處西九龍辦事處,九龍尖沙咀金巴利街28號地下,E20,TSIM SHA TSUI CENTRAL,E2001,Immigration Department West Kowloon Office,"Ground Floor, 28 Kimberley Street, Tsim Sha Tsui, Kowloon",22.300434,114.1741949,尖沙咀中 (E20),22.30045,114.17346
1125,2019,F01,寶麗,2139,F0101,保安道體育館,九龍深水埗保安道325 - 329號保安道市政大廈2樓,F01,PO LAI,F0101,Po On Road Sports Centre,"1/F, Po On Road Municipal Services Building, 325 - 329 Po On Road, Sham Shui Po, Kowloon",22.3385266,114.157823,寶麗 (F01),22.3387,114.1574
1126,2019,F02,長沙灣,2140,F0201,福榮街官立小學,九龍深水埗福榮街231號,F02,CHEUNG SHA WAN,F0201,Fuk Wing Street Government Primary School,"231 Fuk Wing Street, Sham Shui Po, Kowloon",22.3340591,114.1594718,長沙灣 (F02),22.3341,114.1594
1127,2019,F03,南昌北,2141,F0301,香港基督教女青年會誌寶松柏中心,九龍深水埗元州街59-63號元州街市政大廈4樓,F03,NAM CHEONG NORTH,F0301,Hong Kong Y.W.C.A. Chi Po Neighbourhood Elderly Centre,"4/F, Un Chau Street Municipal Services Building,59-63 Un Chau Street, Sham Shui Po, Kowloon",22.3320693,114.1633639,南昌北 (F03),22.332,114.16333
1128,2019,F04,石硤尾,2142,F0401,石硤尾社區會堂,九龍深水埗南昌街石硤尾邨42座,F04,SHEK KIP MEI,F0401,Shek Kip Mei Community Hall,"Block 42, Shek Kip Mei Estate, Nam Cheong Street, Sham Shui Po, Kowloon",22.332577,114.1674609,石硤尾 (F04),22.33303,114.16602
1129,2019,F05,南昌東,2143,F0501,香港聖公會聖多馬堂,九龍深水埗巴域街43號,F05,NAM CHEONG EAST,F0501,Hong Kong Sheng Kung Hui St.Thomas' Church,"43 Berwick Street, Sham Shui Po, Kowloon",22.3319807,114.1654633,南昌北 (F03),22.33195,114.16544
1130,2019,F06,南昌南,2144,F0601,深水埔街坊福利事務促進會,九龍深水埗汝州街88號地下,F06,NAM CHEONG SOUTH,F0601,Shamshuipo Kaifong Welfare Advancement Association,"G/F, 88 Yu Chau Street, Sham Shui Po, Kowloon",22.3274277,114.1650121,南昌南 (F06),22.32741,114.165
1131,2019,F07,南昌中,2145,F0701,北河街體育館,九龍深水埗基隆街333號北河街市政大廈6樓,F07,NAM CHEONG CENTRAL,F0701,Pei Ho Street Sports Centre,"6/F, Pei Ho Street Municipal Services Building, 333 Ki Lung Street, Sham Shui Po, Kowloon",22.3293251,114.1609873,南昌中 (F07),22.32927,114.16101
1132,2019,F08,南昌西,2146,F0801,南昌社區中心,九龍深水埗昌新里1號,F08,NAM CHEONG WEST,F0801,Nam Cheong District Community Centre,"1 Cheong San Lane, Sham Shui Po, Kowloon",22.3271844,114.1574469,南昌西 (F08),22.32702,114.15749
1133,2019,F09,富昌,2147,F0901,英華書院,九龍深水埗英華街1號,F09,FU CHEONG,F0901,Ying Wa College,"1 Ying Wa Street, Sham Shui Po, Kowloon",22.3298959,114.152844,富昌 (F09),22.3296,114.1526
1134,2019,F10,麗閣,2148,F1001,麗閣社區會堂,九龍長沙灣麗閣邨,F10,LAI KOK,F1001,Lai Kok Community Hall,"Lai Kok Estate, Cheung Sha Wan, Kowloon",22.3331946,114.1583165,麗閣 (F10),22.33396,114.15745
1135,2019,F11,幸福,2149,F1101,旅港開平商會學校,九龍荔枝角道700號,F11,FORTUNE,F1101,Hoi Ping Chamber of Commerce Primary School,"700 Lai Chi Kok Road, Kowloon",22.3343315,114.153457,幸福 (F11),22.33438,114.15341
1136,2019,F12,碧匯,2150,F1201,西九龍調解中心,九龍深水埗英華街2號,F12,PIK WUI,F1201,West Kowloon Mediation Centre,"2 Ying Wa Street, Sham Shui Po, Kowloon",22.3302131,114.1531518,蘇屋 (F20),22.34148,114.15317
1137,2019,F12,碧匯,2150,F1202,海盈邨平台乒乓球場,九龍深水埗海盈邨,F12,PIK WUI,F1202,"Table Tennis Court, Podium, Hoi Ying Estate","Hoi Ying Estate, Sham Shui Po, Kowloon",22.3287295,114.1476595,碧匯 (F12),22.329,114.1477
1138,2019,F13,荔枝角中,2151,F1301,荔枝角社區會堂,九龍深水埗荔枝角道863號地下,F13,LAI CHI KOK CENTRAL,F1301,Lai Chi Kok Community Hall,"G/F, 863 Lai Chi Kok Road, Sham Shui Po, Kowloon",22.335092,114.148096,荔枝角中 (F13),22.334,114.148
1139,2019,F14,荔枝角南,2152,F1401,聖公會聖馬利亞堂莫慶堯中學,九龍深水埗海麗街1號,F14,LAI CHI KOK SOUTH,F1401,SKH St. Mary's Church Mok Hing Yiu College,"1 Hoi Lai Street, Sham Shui Po, Kowloon",22.3314963,114.1479298,荔枝角南 (F14),22.33161,114.14791
1140,2019,F15,美孚南,2153,F1501,美孚新邨孚佑堂,九龍美孚新邨第2期百老匯街38號,F15,MEI FOO SOUTH,F1501,Mei Foo Sun Chuen Community Centre,"38 Broadway, Stage 2, Mei Foo Sun Chuen, Kowloon",22.3354788,114.1387063,美孚南 (F15),22.33549,114.13869
1141,2019,F16,美孚中,2154,F1601,地利亞修女紀念學校(吉利徑),九龍美孚新邨吉利徑1-3號,F16,MEI FOO CENTRAL,F1601,Delia Memorial School (Glee Path),"1-3 Glee Path, Mei Foo Sun Chuen, Kowloon",22.3368621,114.1390583,美孚中 (F16),22.33688,114.13901
1142,2019,F17,美孚北,2155,F1701,荔枝角公園體育館,九龍荔枝角荔灣道1號,F17,MEI FOO NORTH,F1701,Lai Chi Kok Park Sports Centre,"1 Lai Wan Road, Lai Chi Kok, Kowloon",22.340663,114.1369,美孚北 (F17),22.3407,114.1382
1143,2019,F18,荔枝角北,2156,F1801,五邑工商總會學校,九龍深水埗永康街70號,F18,LAI CHI KOK NORTH,F1801,Five Districts Business Welfare Association School,"70 Wing Hong Street, Sham Shui Po, Kowloon",22.3410048,114.1546879,荔枝角北 (F18),22.34093,114.15475
1144,2019,F19,元州,2157,F1901,長沙灣體育館,九龍深水埗長沙灣道及興華街交界,F19,UN CHAU,F1901,Cheung Sha Wan Sports Centre,"J/O Hing Wah Street and Cheung Sha Wan Road, Sham Shui Po, Kowloon",22.337965,114.153473,長沙灣 (F02),22.33391,114.15852
1145,2019,F20,蘇屋,2158,F2001,佛教大雄中學,九龍深水埗蘇屋長發街38號,F20,SO UK,F2001,Buddhist Tai Hung College,"38 Cheung Fat Street, So Uk, Sham Shui Po, Kowloon",22.3401249,114.1581946,李鄭屋 (F21),22.33974,114.15829
1146,2019,F21,李鄭屋,2159,F2101,長沙灣社區中心,九龍長沙灣發祥街55號,F21,LEI CHENG UK,F2101,Cheung Sha Wan Community Centre,"55 Fat Tseung Street, Cheung Sha Wan, Kowloon",22.3400516,114.158659,李鄭屋 (F21),22.33997,114.1588
1147,2019,F22,龍坪及上白田,2160,F2201,白田天主教小學,九龍深水埗白田邨,F22,LUNG PING & SHEUNG PAK TIN,F2201,Pak Tin Catholic Primary School,"Pak Tin Estate, Sham Shui Po, Kowloon",22.3351345,114.1673508,下白田 (F23),22.33578,114.16862
1148,2019,F22,龍坪及上白田,2160,F2202,香港城市大學澤安中心,九龍深水埗澤安邨,F22,LUNG PING & SHEUNG PAK TIN,F2202,"Chak On Centre, City University of Hong Kong","Chak On Estate, Sham Shui Po, Kowloon",22.3403545,114.1642326,龍坪及上白田 (F22),22.33963,114.16468
1149,2019,F22,龍坪及上白田,2160,F2203,嗇色園主辦可澤耆英鄰舍中心,九龍深水埗澤安邨榮澤樓地下1-2號,F22,LUNG PING & SHEUNG PAK TIN,F2203,Ho Chak Neighbourhood Centre for Senior Citizens (Sponsored by Sik Sik Yuen),"No. 1-2, G/F, Wing Chak House, Chak On Estate, Sham Shui Po, Kowloon",22.3405539,114.163768,龍坪及上白田 (F22),22.34057,114.16381
1150,2019,F23,下白田,2161,F2301,白田社區會堂,九龍白田邨白田社區綜合大樓地下(白雲街白田救護站對面),F23,HA PAK TIN,F2301,Pak Tin Community Hall,"G/F, Pak Tin Community Complex, Pak Tin Estate, Kowloon (opposite to Pak Tin Ambulance Depot at Pak Wan Street)",22.3361468,114.1687236,下白田 (F23),22.33665,114.16883
1151,2019,F24,又一村,2162,F2401,瑪利諾神父教會學校,九龍深水埗大坑東桃源街2號,F24,YAU YAT TSUEN,F2401,Maryknoll Fathers' School,"2 To Yuen Street, Tai Hang Tung, Sham Shui Po, Kowloon",22.3341035,114.1731499,麗閣 (F10),22.33182,114.16035
1152,2019,F25,南山、大坑東及大坑西,2163,F2501,大坑東社區中心,九龍大坑東棠蔭街17號,F25,"NAM SHAN, TAI HANG TUNG & TAI HANG SAI",F2501,Tai Hang Tung Community Centre,"17 Tong Yam Street, Tai Hang Tung, Kowloon",22.3305142,114.1701988,南山、大坑東及大坑西 (F25),22.33028,114.17036
1153,2019,G01,馬頭圍,2164,G0101,馬頭涌官立小學,九龍土瓜灣福祥街1號,G01,MA TAU WAI,G0101,Ma Tau Chung Government Primary School,"1 Fuk Cheung Street, To Kwa Wan, Kowloon",22.3246248,114.1868044,馬頭圍 (G01),22.3246,114.1868
1154,2019,G02,宋皇臺,2165,G0201,聖三一堂小學,九龍九龍城富寧街57號,G02,SUNG WONG TOI,G0201,Holy Trinity Primary School,"57 Fu Ning Street, Kowloon City, Kowloon",22.3253234,114.1885925,馬頭圍 (G01),22.32499,114.18853
1155,2019,G03,馬坑涌,2166,G0301,土瓜灣體育館,九龍土瓜灣下鄉道66號,G03,MA HANG CHUNG,G0301,To Kwa Wan Sports Centre,"66 Ha Heung Road, To Kwa Wan, Kowloon",22.3188874,114.1902876,樂民 (G04),22.3188,114.1901
1156,2019,G04,馬頭角,2167,G0401,保良局林文燦英文小學,九龍土瓜灣上鄉道24號,G04,MA TAU KOK,G0401,PLK Lam Man Chan English Primary School,"24 Sheung Heung Road, To Kwa Wan, Kowloon",22.3186686,114.1882209,樂民 (G04),22.31843,114.18818
1157,2019,G05,樂民,2168,G0501,獻主會聖馬善樂小學,九龍土瓜灣天光道24號,G05,LOK MAN,G0501,St. Eugene de Mazenod Oblate Primary School,"24 Tin Kwong Road, To Kwa Wan, Kowloon",22.3198776,114.1860846,常樂 (G05),22.31967,114.18578
1158,2019,G06,常樂,2169,G0601,聖文嘉幼稚園,九龍何文田南常樂街3號冠熹苑地下,G06,SHEUNG LOK,G0601,St. Monica's Kindergarten,"G/F, Kwun Hei Court, 3 Sheung Lok Street, Homantin South, Kowloon",22.314472,114.1831818,何文田 (G06),22.31424,114.18351
1159,2019,G06,常樂,2169,G0602,循道衛理楊震社會服務處何文田青少年綜合發展中心,九龍何文田何文田邨恬文樓地下,G06,SHEUNG LOK,G0602,YMMSS Homantin Integrated Centre for Youth Development,"G/F, Tim Man House, Homantin Estate, Homantin, Kowloon",22.3156101,114.1821353,何文田 (G06),22.31537,114.18221
1160,2019,G07,何文田,2170,G0701,女青賽馬會社會服務大樓,九龍窩打老道山文福道5號,G07,HO MAN TIN,G0701,HKYWCA Jockey Club Social Service Building,"5 Man Fuk Road, Waterloo Road Hill, Kowloon",22.3188841,114.1762153,嘉道理 (G07),22.31906,114.1764
1161,2019,G07,何文田,2170,G0702,何文田官立中學,九龍何文田巴富街8號,G07,HO MAN TIN,G0702,Homantin Government Secondary School,"8 Perth Street, Homantin, Kowloon",22.3210296,114.1803023,嘉道理 (G07),22.32096,114.18008
1162,2019,G08,嘉道理,2171,G0801,明愛九龍社區中心,九龍太子道西256號A,G08,KADOORIE,G0801,Caritas Community Centre - Kowloon,"256A Prince Edward Road West, Kowloon",22.3259593,114.1777944,太子 (G08),22.32589,114.17749
1163,2019,G08,嘉道理,2171,G0802,九龍總商會,九龍何文田自由道2號龍總大廈2樓,G08,KADOORIE,G0802,Kowloon Chamber of Commerce,"2/F, KCC Building, 2 Liberty Avenue, Homantin, Kowloon",22.318505,114.1743343,太子 (G08),22.31848,114.17431
1164,2019,G09,太子,2172,G0901,東華三院黃笏南中學,九龍九龍塘牛津道1號C,G09,PRINCE,G0901,TWGHs Wong Fut Nam College,"1C, Oxford Road, Kowloon Tong, Kowloon",22.3291601,114.1804417,九龍塘 (G09),22.3292,114.18
1165,2019,G10,九龍塘,2173,G1001,九龍塘官立小學,九龍九龍塘添福道6號,G10,KOWLOON TONG,G1001,Kowloon Tong Government Primary School,"6 Tim Fuk Road, Kowloon Tong, Kowloon",22.3358839,114.1784446,龍城 (G10),22.3359,114.1785
1166,2019,G10,九龍塘,2173,G1002,九龍方方樂趣幼稚兒園,九龍九龍塘對衡道20號,G10,KOWLOON TONG,G1002,Kowloon Funful Kindergarten & Children's Corner,"20 Durham Road, Kowloon Tong, Kowloon",22.3322612,114.1815099,龍城 (G10),22.33215,114.18144
1167,2019,G11,龍城,2174,G1101,九龍城體育館,九龍九龍城衙前圍道100號九龍城市政大廈3樓,G11,LUNG SHING,G1101,Kowloon City Sports Centre,"3/F, Kowloon City Municipal Services Building, 100 Nga Tsin Wai Road, Kowloon City, Kowloon",22.329257,114.189031,宋皇臺 (G11),22.32955,114.18902
1168,2019,G12,啟德北,2175,G1201,聖公會聖十架小學,九龍啟德沐虹街9號,G12,KAI TAK NORTH,G1201,SKH Holy Cross Primary School,"9 Muk Hung Street, Kai Tak, Kowloon",22.3328806,114.2042489,司徒拔道 (B11),22.2637,114.1801
1169,2019,G13,啟德東,2176,G1301,佛教陳策文伉儷幼稚園,九龍啟德承啟道28號德朗邨,G13,KAI TAK EAST,G1301,Buddhist Mr. & Mrs. Chan Chart Man Kindergarten,"Tak Long Estate, No. 28 Shing Kai Road, Kai Tak, Kowloon",22.3288423,114.2042667,啟德中及南 (G14),22.32938,114.20399
1170,2019,G14,啟德中及南,2177,G1401,保良局溫林美賢耆暉中心,九龍啟德沐虹街12號晴朗商場2樓A206,G14,KAI TAK CENTRAL & SOUTH,G1401,PLK Wan Lam May Yin Shirley Neighborhood Elderly Centre,"Flat A206, 2/F, Ching Long Shopping Centre, 12 Muk Hung Street, Kai Tak, Kowloon",22.3315451,114.2030178,啟德北 (G12),22.3315,114.2028
1171,2019,G15,海心,2178,G1501,聖公會聖匠小學,九龍土瓜灣貴州街14號,G15,HOI SHAM,G1501,SKH Holy Carpenter Primary School,"14 Kwei Chow Street, To Kwa Wan, Kowloon",22.3162355,114.1928652,海心 (G15),22.31624,114.19287
1172,2019,G16,土瓜灣北,2179,G1601,基督教香港信義會紅磡信義學校,九龍土瓜灣炮仗街39號,G16,TO KWA WAN NORTH,G1601,ELCHK Hung Hom Lutheran Primary School,"39 Pau Chung Street, To Kwa Wan, Kowloon",22.3183492,114.1880352,樂民 (G04),22.31831,114.18808
1173,2019,G17,土瓜灣南,2180,G1701,中華基督教會基道中學,九龍土瓜灣崇安街28號,G17,TO KWA WAN SOUTH,G1701,CCC Kei To Secondary School,"28 Sung On Street, To Kwa Wan, Kowloon",22.3135759,114.1905199,鶴園海逸 (G18),22.31353,114.19056
1174,2019,G18,鶴園海逸,2181,G1801,博愛醫院任永賢夫人幼稚園幼兒中心,九龍紅磡海逸豪園23座地下,G18,HOK YUEN LAGUNA VERDE,G1801,POH Mrs. Yam Wing Yin Kindergarten Day Nursery,"G/F, Tower 23, Laguna Verde, Hung Hom, Kowloon",22.3081791,114.191919,鶴園海逸 (G18),22.30923,114.19146
1175,2019,G18,鶴園海逸,2181,G1802,紅磡社區會堂,九龍紅磡庇利街42號九龍城政府合署高層地下,G18,HOK YUEN LAGUNA VERDE,G1802,Hung Hom Community Hall,"UG/F, Kowloon City Government Offices, 42 Bailey Street, Hung Hom, Kowloon",22.3119297,114.1897372,鶴園海逸 (G18),22.3119,114.18972
1176,2019,G19,黃埔東,2182,G1901,葛量洪校友會黃埔學校,九龍紅磡黃埔花園德安街30號,G19,WHAMPOA EAST,G1901,GCE Past Students' Association Whampoa Primary School,"30 Tak On Street, Whampoa Garden, Hung Hom, Kowloon",22.3033882,114.1915416,黃埔東 (G19),22.30345,114.1916
1177,2019,G20,黃埔西,2183,G2001,馬頭涌官立小學(紅磡灣),九龍紅磡灣愛景街3號,G20,WHAMPOA WEST,G2001,Ma Tau Chung Government Primary School (Hung Hom Bay),"3 Oi King Street, Hung Hom Bay, Kowloon",22.3023902,114.1879191,黃埔東 (G19),22.30248,114.18796
1178,2019,G20,黃埔西,2183,G2002,黃埔宣道小學,九龍紅磡黃埔花園德豐街21號,G20,WHAMPOA WEST,G2002,Alliance Primary School Whampoa,"21 Tak Fung Street, Whampoa Garden, Hung Hom, Kowloon",22.3031058,114.190845,黃埔東 (G19),22.30346,114.19057
1179,2019,G21,紅磡灣,2184,G2101,聖公會聖匠中學,九龍紅磡大環道10號,G21,HUNG HOM BAY,G2101,SKH Holy Carpenter Secondary School,"10 Tai Wan Road, Hung Hom, Kowloon",22.3075775,114.1880502,家維 (G23),22.3078,114.188
1180,2019,G22,紅磡,2185,G2201,愛培學校,九龍紅磡差館里16號,G22,HUNG HOM,G2201,Aoi Pui School,"16 Station Lane, Hung Hom, Kowloon",22.3079546,114.1859452,家維 (G23),22.30796,114.18595
1181,2019,G23,家維,2186,G2301,紅磡市政大廈體育館,九龍紅磡馬頭圍道11號紅磡市政大廈3樓,G23,KA WAI,G2301,Hung Hom Municipal Services Building Sports Centre,"3/F, Hung Hom Municipal Services Building, 11 Ma Tau Wai Road, Hung Hom, Kowloon",22.307271,114.187359,家維 (G23),22.30736,114.18741
1182,2019,G24,愛民,2187,G2401,何文田體育館,九龍何文田忠義街1號,G24,OI MAN,G2401,Ho Man Tin Sports Centre,"1 Chung Yee Street, Homantin, Kowloon",22.3116998,114.181241,愛民 (G24),22.3119,114.1805
1183,2019,G25,愛俊,2188,G2501,天主教領島學校,九龍何文田俊民苑,G25,OI CHUN,G2501,Ling To Catholic Primary School,"Chun Man Court, Homantin, Kowloon",22.3141244,114.1781502,愛俊 (G25),22.31478,114.17928
1184,2019,H01,龍趣,2189,H0101,黃大仙社區中心,九龍黃大仙正德街104號,H01,LUNG TSUI,H0101,Wong Tai Sin Community Centre,"104 Ching Tak Street, Wong Tai Sin, Kowloon",22.3409907,114.1941424,龍趣 (H01),22.34085,114.19449
1185,2019,H02,龍下,2190,H0201,黃大仙官立小學,九龍黃大仙正德街100號,H02,LUNG HA,H0201,Wong Tai Sin Government Primary School,"100 Ching Tak Street, Wong Tai Sin, Kowloon",22.3409484,114.1933064,龍趣 (H01),22.34092,114.1933
